Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1975,Danyon Loader,Timaru,New Zealand,Swimmer,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MaleFreestyleSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|Athlete109820263|ButterflySwimmers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Rival110533013|Serviceman110582746|SkilledWorker110605985|Swimmer110683349|Whole100003553|Worker109632518|YagoLegalActorGeo|CommonwealthGamesBronzeMedallistsForNewZealand|CommonwealthGamesCompetitorsForNewZealand|CommonwealthGamesGoldMedallistsForNewZealand|CommonwealthGamesSilverMedallistsForNewZealand|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1992SummerOlympics|SwimmersAtThe1996SummerOlympics|SwimmingWorldPacificRimSwimmersOfTheYear|NewZealandSwimmers|OfficersOfTheNewZealandOrderOfMerit|OlympicGoldMedalistsForNewZealand|OlympicMedalistsInSwimming|OlympicSilverMedalistsForNewZealand|OlympicSwimmersOfNewZealand|PeopleFromTheOtagoRegion|PeopleFromTimaru|YagoLegalActor},Gold Medalist
1975,Daouda Karaboué,Abidjan,NULL,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe2008SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FrenchHandballPlayers|FrenchPeopleOfBurkinab%C3%A9Descent|FrenchPeopleOfIvorianDescent|PhysicalEntity100001930|Winner110782940|MontpellierAgglom%C3%A9rationHandballPlayers|OlympicGoldMedalistsForFrance|OlympicHandballPlayersOfFrance|OlympicMedalistsInHandball|PeopleFromAbidjan|YagoLegalActor},Gold Medalist
1975,David Kostelecký,NULL,NULL,Sport shooter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Associate109816771|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Participant110401829|Peer109626238|Person100007846|Player110440387|Whole100003553|YagoLegalActorGeo|CzechSportShooters|PhysicalEntity100001930|Winner110782940|ShootersAtThe1996SummerOlympics|ShootersAtThe2000SummerOlympics|ShootersAtThe2008SummerOlympics|OlympicGoldMedalistsForTheCzechRepublic|OlympicMedalistsInShooting|OlympicShootersOfTheCzechRepublic|PeopleFromBrno|YagoLegalActor},Gold Medalist
1975,Giorgi Asanidze,NULL,NULL,Weightlifter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|UnitedNationalMovementPoliticians|WeightliftersAtThe2000SummerOlympics|WeightliftersAtThe2004SummerOlympics|WeightliftersFromGeorgia(country)|Athlete109820263|CausalAgent100007347|Contestant109613191|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Politician110451263|Weightlifter110773394|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForGeorgia(country)|OlympicGoldMedalistsForGeorgia(country)|OlympicMedalistsInWeightlifting|OlympicWeightliftersOfGeorgia(country)|PeopleFromSachkhere|YagoLegalActor},Gold Medalist
1975,Monica Knudsen,NULL,NULL,Association footballer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|FootballPlayer110101634|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FootballersAtThe2000SummerOlympics|PhysicalEntity100001930|Winner110782940|NorwegianWomen'sFootballers|OlympicFootballersOfNorway|OlympicGoldMedalistsForNorway|OlympicMedalistsInFootball|YagoLegalActor},Gold Medalist
1975,Natalia Baranova-Masalkina,{Tomsk Oblast|Krivosheinsky District},NULL,Cross-country skier,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|Cross-countrySkiersAtThe2006WinterOlympics|PhysicalEntity100001930|Winner110782940|RussianCross-countrySkiers|OlympicCross-countrySkiersOfRussia|OlympicGoldMedalistsForRussia|OlympicMedalistsInCross-countrySkiing|PeopleFromTomskOblast|YagoLegalActor},Gold Medalist
1975,Natalie Cook,{Townsville|Queensland},NULL,Volleyball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LGBTVolleyballPlayers|LivingPeople|Women'sVolleyballPlayers|AustralianFemaleBeachVolleyballPlayers|BeachVolleyballPlayersAtThe1996SummerOlympics|BeachVolleyballPlayersAtThe2000SummerOlympics|BeachVolleyballPlayersAtThe2004SummerOlympics|BeachVolleyballPlayersAtThe2008SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBeachVolleyballPlayersOfAustralia|OlympicBronzeMedalistsForAustralia|OlympicGoldMedalistsForAustralia|OlympicMedalistsInVolleyball|PeopleFromTownsville|YagoLegalActor},Gold Medalist
1975,Bill Kirby,NULL,NULL,Swimmer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MaleFreestyleSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|Athlete109820263|AustralianSwimmers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|CommonwealthGamesSilverMedallistsForAustralia|PhysicalEntity100001930|Winner110782940|SwimmersAtThe2000SummerOlympics|OlympicGoldMedalistsForAustralia|OlympicMedalistsInSwimming|OlympicSwimmersOfAustralia|PeopleEducatedAtChristChurchGrammarSchool|PeopleFromPerthWesternAustralia|YagoLegalActor},Gold Medalist
1975,Botond Storcz,NULL,NULL,Canoe racer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianCanoeists|HungarianEducators|LivingPeople|Adult109605289|Boatman109861946|Canoeist109891470|CanoeistsAtThe2000SummerOlympics|CanoeistsAtThe2004SummerOlympics|CausalAgent100007347|Contestant109613191|Educator110045713|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Professional110480253|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicCanoeistsOfHungary|OlympicGoldMedalistsForHungary|OlympicMedalistsInCanoeing|YagoLegalActor},Gold Medalist
1975,Bram Lomans,NULL,NULL,Field hockey player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Coach109931640|Contestant109613191|HockeyCoach110179207|HockeyPlayer110179291|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Trainer110722575|Whole100003553|YagoLegalActorGeo|DutchFieldHockeyCoaches|DutchFieldHockeyPlayers|FieldHockeyPlayersAtThe1996SummerOlympics|FieldHockeyPlayersAtThe2000SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfTheNetherlands|OlympicGoldMedalistsForTheNetherlands|OlympicMedalistsInFieldHockey|PeopleFromRoosendaal|YagoLegalActor},Gold Medalist
1975,Brandon Slay,NULL,United States,Olympic wrestler,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TascosaHighSchoolAlumni|WrestlersAtThe2000SummerOlympics|Alumnus109786338|CausalAgent100007347|Combatant109939313|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Whole100003553|Wrestler110793168|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInWrestling|OlympicWrestlersOfTheUnitedStates|PeopleFromAmarilloTexas|YagoLegalActor},Gold Medalist
1975,Buvaisar Saitiev,{Russia|Dagestan|Khasavyurt},NULL,Olympic wrestler,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WrestlersAtThe1996SummerOlympics|WrestlersAtThe2000SummerOlympics|WrestlersAtThe2004SummerOlympics|WrestlersAtThe2008SummerOlympics|Artist109812338|CausalAgent100007347|Combatant109939313|Contestant109613191|Creator109614315|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Wrestler110793168|YagoLegalActorGeo|ChechenMartialArtists|PhysicalEntity100001930|Winner110782940|RussianSportWrestlers|OlympicGoldMedalistsForRussia|OlympicMedalistsInWrestling|OlympicWrestlersOfRussia|PeopleFromDagestan|YagoLegalActor},Gold Medalist
1975,Viorica Susanu,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|FemaleRowers|PhysicalEntity100001930|Winner110782940|RomanianRowers|RowersAtThe2000SummerOlympics|RowersAtThe2004SummerOlympics|RowersAtThe2008SummerOlympics|OlympicBronzeMedalistsForRomania|OlympicGoldMedalistsForRomania|OlympicMedalistsInRowing|OlympicRowersOfRomania|PeopleFromGala%C5%A3i|YagoLegalActor},Gold Medalist
1975,Jeremy Linn,Harrisburg Pennsylvania,United States,American swimmer Olympic gold medalist,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TennesseeVolunteersAndLadyVolunteersAthletes|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Serviceman110582746|SkilledWorker110605985|Swimmer110683349|Volunteer110759331|Whole100003553|Worker109632518|YagoLegalActorGeo|CollegeSwimmersInTheUnitedStates|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1996SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSilverMedalistsForTheUnitedStates|OlympicSwimmersOfTheUnitedStates|PeopleFromHarrisburgPennsylvania|PeopleFromManassasVirginia|YagoLegalActor},Gold Medalist
1975,Alfredo Rota,{Italy|Milan},NULL,Fencer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|ItalianFencers|LivingPeople|CausalAgent100007347|Combatant109939313|Contestant109613191|Fencer110085217|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FencersAtThe2000SummerOlympics|FencersAtThe2004SummerOlympics|FencersAtThe2008SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForItaly|OlympicFencersOfItaly|OlympicGoldMedalistsForItaly|OlympicMedalistsInFencing|YagoLegalActor},Gold Medalist
1975,André Heller (volleyball),NULL,NULL,Volleyball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe2000SummerOlympics|VolleyballPlayersAtThe2003PanAmericanGames|VolleyballPlayersAtThe2004SummerOlympics|VolleyballPlayersAtThe2007PanAmericanGames|VolleyballPlayersAtThe2008SummerOlympics|BrazilianPeopleOfGermanDescent|BrazilianVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForBrazil|OlympicMedalistsInVolleyball|OlympicSilverMedalistsForBrazil|OlympicVolleyballPlayersOfBrazil|PeopleFromRioGrandeDoSul|YagoLegalActor},Gold Medalist
1975,Lenny Krayzelburg,{Soviet Union|Odessa},United States,American swimmer Olympic gold medalist former world record-holder,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishSwimmers|LivingPeople|MaccabiahGamesGoldMedalists|MaccabiahGamesSwimmersOfTheUnitedStates|USCTrojansSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|AmericanPeopleOfUkrainian-JewishDescent|AmericanSwimmers|Athlete109820263|BackstrokeSwimmers|CausalAgent100007347|Citizen109923673|Contestant109613191|Emigrant110051975|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|National109625401|PhysicalEntity100001930|Winner110782940|SovietEmigrantsToTheUnitedStates|SwimmersAtThe2000SummerOlympics|SwimmersAtThe2001MaccabiahGames|SwimmersAtThe2004SummerOlympics|SwimmingWorldAmericanSwimmersOfTheYear|NaturalizedCitizensOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|PeopleFromOdessa|YagoLegalActor},Gold Medalist
1975,Liliana Gafencu,NULL,NULL,Rower,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|FemaleRowers|PhysicalEntity100001930|Winner110782940|RomanianRowers|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|RowersAtThe2004SummerOlympics|OlympicGoldMedalistsForRomania|OlympicMedalistsInRowing|OlympicRowersOfRomania|PeopleFromBucharest|YagoLegalActor},Gold Medalist
1975,Lotte Kiærskou,{Frederikshavn|Denmark},Denmark,Handball player,{agent|athlete|person|handball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe2000SummerOlympics|HandballPlayersAtThe2004SummerOlympics|LivingPeople|ViborgHKPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DanishHandballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForDenmark|OlympicMedalistsInHandball|PeopleFromFrederikshavnMunicipality|YagoLegalActor},Gold Medalist
1975,Fabricio Oberto,Córdoba Province Argentina,Argentina,Professional basketball player,{agent|athlete|basketball player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|BasketballPlayer|GreekBasketLeaguePlayers|ItalianBasketballPlayers|LigaACBPlayers|LivingPeople|UndraftedNationalBasketballAssociationPlayers|ValenciaBCPlayers|WashingtonWizardsPlayers|Absentee109757653|ArgentineBasketballPlayers|ArgentineExpatriateBasketballPeopleInTheUnitedStates|ArgentineExpatriatesInGreece|ArgentinePeopleOfItalianDescent|AtenasBasketballPlayers|Athlete109820263|BasketballPlayer109842047|BasketballPlayersAtThe1996SummerOlympics|BasketballPlayersAtThe2004SummerOlympics|BasketballPlayersAtThe2008SummerOlympics|CausalAgent100007347|Contestant109613191|Exile110071332|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Traveler109629752|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|PortlandTrailBlazersPlayers|SanAntonioSpursPlayers|SaskiBaskoniaPlayers|OlympiacosB.C.Players|OlympicBasketballPlayersOfArgentina|OlympicBronzeMedalistsForArgentina|OlympicGoldMedalistsForArgentina|OlympicMedalistsInBasketball|PeopleFromC%C3%B3rdobaProvinceArgentina|YagoLegalActor},Gold Medalist
1975,Frank Ostholt,NULL,NULL,German equestrian,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanEquestrians|LivingPeople|CausalAgent100007347|Contestant109613191|Horseman110185793|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|EquestriansAtThe2008SummerOlympics|EventRiders|PhysicalEntity100001930|Winner110782940|OlympicEquestriansOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInEquestrian|YagoLegalActor},Gold Medalist
1975,Mateusz Kusznierewicz,NULL,NULL,Polish yacht racer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sailor110546633|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SailorsAtThe1996SummerOlympics|SailorsAtThe2000SummerOlympics|SailorsAtThe2004SummerOlympics|SailorsAtThe2008SummerOlympics|OlympicBronzeMedalistsForPoland|OlympicGoldMedalistsForPoland|OlympicMedalistsInSailing|OlympicSailorsOfPoland|PeopleFromWarsaw|YagoLegalActor},Gold Medalist
1975,McLain Ward,NULL,NULL,Olympic equestrian and Grand Prix Rider,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanEquestrians|CausalAgent100007347|Contestant109613191|Horseman110185793|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|EquestriansAtThe2004SummerOlympics|EquestriansAtThe2008SummerOlympics|EquestriansAtThe2011PanAmericanGames|PhysicalEntity100001930|Winner110782940|OlympicEquestriansOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInEquestrian|YagoLegalActor},Gold Medalist
1975,Hilde Gerg,Lenggries,NULL,Alpine skier,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFemaleAlpineSkiers|LivingPeople|AlpineSkiersAtThe1994WinterOlympics|AlpineSkiersAtThe1998WinterOlympics|AlpineSkiersAtThe2002WinterOlympics|Athlete109820263|BundeswehrMilitaryAthletes|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAlpineSkiersOfGermany|OlympicBronzeMedalistsForGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInAlpineSkiing|PeopleFromBadT%C3%B6lz-Wolfratshausen|YagoLegalActor},Gold Medalist
1975,Christie Rampone,{Florida|Fort Lauderdale Florida|United States},NULL,American soccer player,{agent|person|soccer manager|sports manager|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|SoccerCoach|LivingPeople|MagicJack(WPS)Players|UnitedStatesWomen'sInternationalSoccerPlayers|Women'sUnitedSoccerAssociationPlayers|2003FIFAWomen'sWorldCupPlayers|2011FIFAWomen'sWorldCupPlayers|Alumnus109786338|AmericanWomen'sSoccerPlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|FootballPlayer110101634|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Scholar110557854|SoccerPlayer110618342|Whole100003553|YagoLegalActorGeo|CollegeWomen'sSoccerPlayersInTheUnitedStates|FootballersAtThe2000SummerOlympics|FootballersAtThe2004SummerOlympics|FootballersAtThe2008SummerOlympics|PhysicalEntity100001930|Winner110782940|SkyBlueFCPlayers|MonmouthUniversityAlumni|NewYorkPowerPlayers|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInFootball|OlympicSilverMedalistsForTheUnitedStates|OlympicSoccerPlayersOfTheUnitedStates|PeopleFromFortLauderdaleFlorida|PeopleFromPointPleasantNewJersey|YagoLegalActor},Gold Medalist
1975,Christine Bøe Jensen,Hammerfest,NULL,Association footballer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|FootballPlayer110101634|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FootballersAtThe2000SummerOlympics|PhysicalEntity100001930|Winner110782940|NorwegianWomen'sFootballers|OlympicFootballersOfNorway|OlympicGoldMedalistsForNorway|OlympicMedalistsInFootball|PeopleFromHammerfest|YagoLegalActor},Gold Medalist
